base hex  timestamps absolute
8001.00 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
8004.00 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8006.00 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
8009.00 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8011.00 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
8014.00 2 06F6       Rx   d 8 15 C8 6F 8C 48 F7 EC DE 
8065.00 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
8068.00 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
8070.00 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
8072.00 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
8162.00 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8165.00 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
8167.00 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8265.00 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
8267.00 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
8270.00 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
8272.00 2 0085       Rx   d 8 03 D8 85 C1 03 1C 83 1C 
8274.00 2 0353       Rx   d 8 33 81 00 00 13 46 00 00 
8322.00 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8324.00 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
8327.00 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8465.00 2 00FC       Rx   d 8 03 00 00 00 00 00 00 00 
8467.00 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
8470.00 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
8472.00 2 0085       Rx   d 8 03 D8 85 C1 03 1C 83 1C 
8474.00 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
8482.00 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
8484.00 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
8487.00 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
8489.00 2 0425       Rx   d 8 00 00 00 FF FF 02 80 00 
8492.00 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8494.00 2 0427       Rx   d 8 3D 22 98 7A 19 00 05 00 
8496.00 2 044D       Rx   d 8 00 40 00 00 26 90 3F C7 
8499.00 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
8501.00 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8536.00 2 0340       Rx   d 8 00 1A 00 00 00 00 00 00 
8642.00 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8644.00 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
8647.00 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8665.00 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
8667.00 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
8670.00 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
8672.00 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
8773.00 2 0353       Rx   d 8 33 81 00 00 13 46 00 00 
8803.00 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8805.00 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
8807.00 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8865.00 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
8867.00 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
8870.00 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
8872.00 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
8962.00 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
8965.00 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8967.00 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
8970.00 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8972.00 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
8985.00 2 0128       Rx   d 8 00 80 00 00 00 00 00 00 
8987.00 2 0350       Rx   d 8 04 00 00 00 00 00 00 00 
8989.00 2 0437       Rx   d 8 27 27 01 00 00 00 00 81 
8992.00 2 0453       Rx   d 8 00 00 00 00 00 0F B9 00 
9065.00 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
9067.00 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
9070.00 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
9072.00 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
9123.00 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
9125.00 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
9128.00 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
9130.00 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
9265.00 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
9267.00 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
9269.00 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
9272.00 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
9274.00 2 0353       Rx   d 8 33 81 00 00 13 46 00 00 
9283.00 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
9285.00 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
9288.00 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
9443.00 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
9445.00 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
9448.00 2 0425       Rx   d 8 00 00 00 FF FF 02 80 00 
9450.00 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
9452.00 2 0427       Rx   d 8 3D 22 98 7A 19 00 05 00 
9455.00 2 044D       Rx   d 8 00 40 00 00 26 90 3F C7 
9457.00 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
9460.00 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
9466.00 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
9469.00 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
9471.00 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
9473.00 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
9529.00 2 0340       Rx   d 8 00 1A 00 00 00 00 00 00 
9603.00 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
9605.00 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
9608.00 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
9665.00 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
9667.00 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
9670.00 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
9672.00 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
9763.00 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
9765.00 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
9768.00 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
9770.00 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
9773.00 2 0353       Rx   d 8 33 81 00 00 13 46 00 00 
9865.00 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
9867.00 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
9870.00 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
9872.00 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
9924.00 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
9927.00 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
9929.00 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
9932.00 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
9934.00 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
9984.00 2 0128       Rx   d 8 00 80 00 00 00 00 00 00 
9987.00 2 0350       Rx   d 8 04 00 00 00 00 00 00 00 
9989.00 2 0437       Rx   d 8 27 27 01 00 00 00 00 81 
9992.00 2 0453       Rx   d 8 00 00 00 00 00 0F B9 00 
1006.500 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
1006.700 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1006.900 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
1007.200 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
1008.400 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1008.600 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
1008.900 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1024.300 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1024.600 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
1024.800 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1026.500 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
1026.700 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1026.900 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
1027.200 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
1027.400 2 0353       Rx   d 8 33 81 00 00 13 46 00 00 
1040.400 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
1040.600 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
1040.900 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
1041.100 2 0425       Rx   d 8 00 00 00 FF FF 02 80 00 
1041.400 2 0427       Rx   d 8 3D 22 98 7A 19 00 05 00 
1041.600 2 04C0       Rx   d 8 00 9D 3A 00 00 00 00 00 
1041.900 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1042.100 2 044D       Rx   d 8 00 40 00 00 26 90 3F C7 
1042.300 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
1042.600 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1042.800 2 06F6       Rx   d 8 15 C8 6F 8C 48 F7 EC DE 
1046.600 2 00FC       Rx   d 8 03 00 00 00 00 00 00 00 
1046.900 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1047.100 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
1047.300 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
1047.600 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
1053.400 2 0340       Rx   d 8 00 1A 00 00 00 00 00 00 
1054.700 2 0454       Rx   d 8 00 00 00 00 00 00 00 00 
1056.400 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1056.700 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
1056.900 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1066.500 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
1066.700 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1066.900 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
1067.200 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
1072.400 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1072.600 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
1072.900 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1077.300 2 0353       Rx   d 8 33 81 00 00 13 46 00 00 
1078.400 2 0307       Rx   d 8 00 00 00 00 00 00 00 00 
1086.500 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
1086.800 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1087.000 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
1087.200 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
1088.400 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
1088.700 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1088.900 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
1089.200 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1089.400 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
1098.400 2 0128       Rx   d 8 00 80 00 00 00 00 00 00 
1098.700 2 0350       Rx   d 8 04 00 00 00 00 00 00 00 
1098.900 2 0437       Rx   d 8 27 27 01 00 00 00 00 81 
1099.200 2 0453       Rx   d 8 00 00 00 00 00 0F B9 00 
1104.600 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
1104.900 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1105.100 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
1105.400 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1106.500 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
1106.800 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1107.000 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
1107.200 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
1120.700 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1120.900 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
1121.100 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1126.500 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
1126.700 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1127.000 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
1127.200 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
1127.400 2 0353       Rx   d 8 33 81 00 00 13 46 00 00 
1136.700 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
1136.900 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
1137.200 2 0425       Rx   d 8 00 00 00 FF FF 02 80 00 
1137.400 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1137.600 2 0427       Rx   d 8 3D 22 98 7A 19 00 05 00 
1137.900 2 044D       Rx   d 8 00 40 00 00 26 90 3F C7 
1138.100 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
1138.400 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1146.600 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
1146.900 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1147.100 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
1147.300 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
1152.700 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1152.900 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
1153.200 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1153.400 2 0340       Rx   d 8 00 1A 00 00 00 00 00 00 
1166.500 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
1166.700 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1167.000 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
1167.200 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
1168.700 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
1168.900 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1169.200 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
1169.400 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1177.300 2 0353       Rx   d 8 33 81 00 00 13 46 00 00 
1184.700 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
1184.900 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1185.200 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
1185.400 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1185.700 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
1186.600 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
1186.900 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1187.100 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
1187.400 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
1198.400 2 0128       Rx   d 8 00 80 00 00 00 00 00 00 
1198.700 2 0350       Rx   d 8 04 00 00 00 00 00 00 00 
1198.900 2 0403       Rx   d 8 02 02 89 24 24 00 00 00 
1199.200 2 0437       Rx   d 8 27 27 01 00 00 00 00 81 
1199.400 2 0453       Rx   d 8 00 00 00 00 00 0F B9 00 
1200.800 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1201.000 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
1201.200 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1206.500 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
1206.700 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1207.000 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
1207.200 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
1216.700 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1217.000 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
1217.200 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1226.400 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
1226.700 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1226.900 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
1227.200 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
1227.400 2 0353       Rx   d 8 33 81 00 00 13 46 00 00 
1232.700 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
1233.000 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
1233.200 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
1233.500 2 0425       Rx   d 8 00 00 00 FF FF 02 80 00 
1233.700 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1234.000 2 0427       Rx   d 8 3D 22 98 7A 19 00 05 00 
1234.200 2 044D       Rx   d 8 00 40 00 00 26 90 3F C7 
1234.400 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
1234.700 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1246.500 2 00FC       Rx   d 8 03 00 00 00 00 00 00 00 
1246.700 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1246.900 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
1247.200 2 0085       Rx   d 8 03 D8 85 C1 03 1C 83 1C 
1247.400 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
1248.800 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1249.000 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
1249.300 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1253.400 2 0340       Rx   d 8 00 1A 00 00 00 00 00 00 
1264.600 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1264.800 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
1265.100 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1266.500 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
1266.700 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1267.000 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
1267.200 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
1277.300 2 0353       Rx   d 8 33 81 00 00 13 45 00 00 
1280.600 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
1280.900 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1281.100 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
1281.300 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1281.600 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
1281.800 2 06F6       Rx   d 8 15 C8 6F 8C 48 F7 EC DE 
1286.600 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
1286.800 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1287.100 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
1287.300 2 0085       Rx   d 8 03 D6 85 C1 03 1C 83 1C 
1296.600 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
1296.900 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1297.100 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
1297.400 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1298.400 2 0128       Rx   d 8 00 80 00 00 00 00 00 00 
1298.700 2 0350       Rx   d 8 04 00 00 00 00 00 00 00 
1298.900 2 0437       Rx   d 8 27 27 01 00 00 00 00 81 
1299.200 2 0453       Rx   d 8 00 00 00 00 00 0F B9 00 
1306.500 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
1306.700 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1307.000 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
1307.200 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
1312.700 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1312.900 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
1313.200 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1326.500 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
1326.700 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1326.900 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
1327.200 2 0085       Rx   d 8 03 D8 85 C1 03 1C 83 1C 
1327.400 2 0353       Rx   d 8 33 81 00 00 13 45 00 00 
1328.600 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
1328.900 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
1329.100 2 0425       Rx   d 8 00 00 00 FF FF 02 80 00 
1329.400 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1329.600 2 0427       Rx   d 8 3D 22 98 7A 19 00 05 00 
1329.900 2 044D       Rx   d 8 00 40 00 00 26 90 3F C7 
1330.100 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
1330.300 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1344.700 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1344.900 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
1345.100 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1346.500 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
1346.700 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1347.000 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
1347.200 2 0085       Rx   d 8 03 D8 85 C1 03 1C 83 1C 
1353.100 2 0340       Rx   d 8 00 1A 00 00 00 00 00 00 
1360.700 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
1360.900 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1361.200 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
1361.400 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1361.600 2 0623       Rx   d 8 36 44 12 82 00 00 00 00 
1361.900 2 0640       Rx   d 8 44 60 00 78 00 0C 86 00 
1362.100 2 0650       Rx   d 8 10 36 44 01 06 00 00 00 
1366.600 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
1366.800 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1367.100 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
1367.300 2 0085       Rx   d 8 03 D8 85 C1 03 1C 83 1C 
1376.700 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
1376.900 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1377.200 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
1377.400 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1377.700 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
1377.900 2 0353       Rx   d 8 33 81 00 00 13 46 00 00 
1386.500 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
1386.700 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1387.000 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
1387.200 2 0085       Rx   d 8 03 D8 85 C1 03 1C 83 1C 
1392.800 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1393.100 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
1393.300 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1398.400 2 0128       Rx   d 8 00 80 00 00 00 00 00 00 
1398.700 2 0350       Rx   d 8 04 00 00 00 00 00 00 00 
1398.900 2 0437       Rx   d 8 27 27 01 00 00 00 00 81 
1399.200 2 0453       Rx   d 8 00 00 00 00 00 0F B9 00 
1406.500 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
1406.700 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1407.000 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
1407.200 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
1408.800 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1409.000 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
1409.300 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1424.700 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
1424.900 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
1425.200 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
1425.400 2 0425       Rx   d 8 00 00 00 FF FF 02 80 00 
1425.700 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1425.900 2 0427       Rx   d 8 3D 22 98 7A 19 00 05 00 
1426.100 2 044D       Rx   d 8 00 40 00 00 26 90 3F C7 
1426.400 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
1426.600 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1426.900 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
1427.100 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1427.400 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
1427.600 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
1427.800 2 0353       Rx   d 8 33 81 00 00 13 46 00 00 
1440.800 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1441.000 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
1441.300 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1446.400 2 00FC       Rx   d 8 03 00 00 00 00 00 00 00 
1446.700 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1446.900 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
1447.200 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
1447.400 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
1453.000 2 0340       Rx   d 8 00 1A 00 00 00 00 00 00 
1456.800 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1457.000 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
1457.300 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1466.400 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
1466.700 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1466.900 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
1467.100 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
1472.800 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
1473.000 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1473.200 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
1473.500 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1473.800 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
1477.300 2 0353       Rx   d 8 33 81 00 00 13 45 00 00 
