base hex  timestamps absolute
2114.32335 2 0737       Rx   d 8 07 23 00 00 82 F8 00 04 
2114.63566 2 073F       Rx   d 8 05 63 00 00 00 00 00 00 
2114.80039 2 0737       Rx   d 8 07 23 00 00 82 FC 00 04 
2115.04586 2 073F       Rx   d 8 05 63 00 00 00 FF 00 00 
2115.10998 2 0737       Rx   d 8 07 23 00 00 83 00 00 04 
2115.34811 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2115.57759 2 0737       Rx   d 8 07 23 00 00 83 04 00 04 
2115.83525 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2116.05468 2 0737       Rx   d 8 07 23 00 00 83 08 00 04 
2116.34785 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2116.51862 2 0737       Rx   d 8 07 23 00 00 83 0C 00 04 
2116.85445 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2117.13793 2 0737       Rx   d 8 07 23 00 00 83 10 00 04 
2117.43430 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2117.61339 2 0737       Rx   d 8 07 23 00 00 83 14 00 04 
2117.94415 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2118.07199 2 0737       Rx   d 8 07 23 00 00 83 18 00 04 
2118.33383 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2118.54988 2 0737       Rx   d 8 07 23 00 00 83 1C 00 04 
2118.87069 2 073F       Rx   d 8 05 63 7C EA 00 00 00 00 
2119.03524 2 0737       Rx   d 8 07 23 00 00 83 20 00 04 
2119.35158 2 073F       Rx   d 8 05 63 29 00 42 19 00 00 
2119.41941 2 0737       Rx   d 8 07 23 00 00 83 24 00 04 
2119.77829 2 073F       Rx   d 8 05 63 00 F8 F1 F3 00 00 
2119.93408 2 0737       Rx   d 8 07 23 00 00 83 28 00 04 
2120.24313 2 073F       Rx   d 8 05 63 FA F3 E9 EC 00 00 
2120.41044 2 0737       Rx   d 8 07 23 00 00 83 2C 00 04 
2120.64223 2 073F       Rx   d 8 05 63 F7 00 29 00 00 00 
2120.72663 2 0737       Rx   d 8 07 23 00 00 83 30 00 04 
2121.04206 2 073F       Rx   d 8 05 63 42 19 00 F8 00 00 
2121.19659 2 0737       Rx   d 8 07 23 00 00 83 34 00 04 
2121.44150 2 073F       Rx   d 8 05 63 F1 F1 FA F3 00 00 
2121.50951 2 0737       Rx   d 8 07 23 00 00 83 38 00 04 
2121.84226 2 073F       Rx   d 8 05 63 E9 E9 F6 00 00 00 
2122.27824 2 0737       Rx   d 8 07 23 00 00 83 3C 00 04 
2122.55624 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2122.89830 2 0737       Rx   d 8 07 23 00 00 83 40 00 04 
2123.14074 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2123.25379 2 0737       Rx   d 8 07 23 00 00 83 44 00 04 
2123.54438 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2123.57680 2 0737       Rx   d 8 07 23 00 00 83 48 00 04 
2123.84348 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2123.89491 2 0737       Rx   d 8 07 23 00 00 83 4C 00 04 
2124.15528 2 073F       Rx   d 8 05 63 90 92 51 6A 00 00 
2124.21809 2 0737       Rx   d 8 07 23 00 00 83 50 00 04 
2124.54107 2 073F       Rx   d 8 05 63 8F 16 72 29 00 00 
2124.69398 2 0737       Rx   d 8 07 23 00 00 83 54 00 04 
2124.95613 2 073F       Rx   d 8 05 63 94 00 62 23 00 00 
2125.01396 2 0737       Rx   d 8 07 23 00 00 83 58 00 04 
2125.33978 2 073F       Rx   d 8 05 63 93 14 A0 52 00 00 
2125.49393 2 0737       Rx   d 8 07 23 00 00 83 5C 00 04 
2125.77001 2 073F       Rx   d 8 05 63 8C 13 C8 F0 00 00 
2125.81390 2 0737       Rx   d 8 07 23 00 00 83 60 00 04 
2126.13276 2 073F       Rx   d 8 05 63 90 92 51 6A 00 00 
2126.29870 2 0737       Rx   d 8 07 23 00 00 83 64 00 04 
2126.55916 2 073F       Rx   d 8 05 63 8F 16 72 29 00 00 
2126.78053 2 0737       Rx   d 8 07 23 00 00 83 68 00 04 
2127.03859 2 073F       Rx   d 8 05 63 94 00 62 23 00 00 
2127.24434 2 0737       Rx   d 8 07 23 00 00 83 6C 00 04 
2127.54183 2 073F       Rx   d 8 05 63 93 14 A0 52 00 00 
2127.72686 2 0737       Rx   d 8 07 23 00 00 83 70 00 04 
2127.92923 2 073F       Rx   d 8 05 63 8C 13 C8 F0 00 00 
2128.16520 2 0737       Rx   d 8 07 23 00 00 83 74 00 04 
2128.44181 2 073F       Rx   d 8 05 63 0E 18 FF FF 00 00 
2128.53185 2 0737       Rx   d 8 07 23 00 00 83 78 00 04 
2128.83841 2 073F       Rx   d 8 05 63 19 2D FF FF 00 00 
2129.02240 2 0737       Rx   d 8 07 23 00 00 83 7C 00 04 
2129.33125 2 073F       Rx   d 8 05 63 00 32 FF FF 00 00 
2129.49318 2 0737       Rx   d 8 07 23 00 00 83 80 00 04 
2129.76320 2 073F       Rx   d 8 05 63 28 3E FF FF 00 00 
2129.82023 2 0737       Rx   d 8 07 23 00 00 83 84 00 04 
2130.12772 2 073F       Rx   d 8 05 63 05 06 FF FF 00 00 
2130.29224 2 0737       Rx   d 8 07 23 00 00 83 88 00 04 
2130.56338 2 073F       Rx   d 8 05 63 03 06 FF FF 00 00 
2130.61180 2 0737       Rx   d 8 07 23 00 00 83 8C 00 04 
2130.92749 2 073F       Rx   d 8 05 63 1E 2A FF FF 00 00 
2131.09216 2 0737       Rx   d 8 07 23 00 00 83 90 00 04 
2131.36493 2 073F       Rx   d 8 05 63 00 00 16 17 00 00 
2131.41194 2 0737       Rx   d 8 07 23 00 00 83 94 00 04 
2131.77205 2 073F       Rx   d 8 05 63 00 00 50 55 00 00 
2131.89230 2 0737       Rx   d 8 07 23 00 00 83 98 00 04 
2132.12743 2 073F       Rx   d 8 05 63 5F 69 FF FF 00 00 
2132.21829 2 0737       Rx   d 8 07 23 00 00 83 9C 00 04 
2132.52724 2 073F       Rx   d 8 05 63 46 50 FF FF 00 00 
2132.69209 2 0737       Rx   d 8 07 23 00 00 83 A0 00 04 
2132.92943 2 073F       Rx   d 8 05 63 8C 96 FF FF 00 00 
2133.01083 2 0737       Rx   d 8 07 23 00 00 83 A4 00 04 
2133.33854 2 073F       Rx   d 8 05 63 5A 5F FF FF 00 00 
2133.49257 2 0737       Rx   d 8 07 23 00 00 83 A8 00 04 
2133.79761 2 073F       Rx   d 8 05 63 0A 0F FF FF 00 00 
2134.12225 2 0737       Rx   d 8 07 23 00 00 83 AC 00 04 
2134.43595 2 073F       Rx   d 8 05 63 90 92 94 16 00 00 
2134.74989 2 0737       Rx   d 8 07 23 00 00 83 B0 00 04 
2135.04761 2 073F       Rx   d 8 05 63 84 06 86 08 00 00 
2135.22884 2 0737       Rx   d 8 07 23 00 00 83 B4 00 04 
2135.53738 2 073F       Rx   d 8 05 63 80 02 8A 8C 00 00 
2135.57680 2 0737       Rx   d 8 07 23 00 00 83 B8 00 04 
2135.84858 2 073F       Rx   d 8 05 63 8E 7E 98 1A 00 00 
2135.89269 2 0737       Rx   d 8 07 23 00 00 83 BC 00 04 
2136.13432 2 073F       Rx   d 8 05 63 18 12 19 0C 00 00 
2136.21800 2 0737       Rx   d 8 07 23 00 00 83 C0 00 04 
2136.53417 2 073F       Rx   d 8 05 63 1A 1B 0F 09 00 00 
2136.69129 2 0737       Rx   d 8 07 23 00 00 83 C4 00 04 
2136.92420 2 073F       Rx   d 8 05 63 0D 10 0C 11 00 00 
2137.01120 2 0737       Rx   d 8 07 23 00 00 83 C8 00 04 
2137.33326 2 073F       Rx   d 8 05 63 09 1C 0F 09 00 00 
2137.49039 2 0737       Rx   d 8 07 23 00 00 83 CC 00 04 
2137.77348 2 073F       Rx   d 8 05 63 03 FF 13 08 00 00 
2137.81017 2 0737       Rx   d 8 07 23 00 00 83 D0 00 04 
2138.12678 2 073F       Rx   d 8 05 63 02 FF 12 09 00 00 
2138.29751 2 0737       Rx   d 8 07 23 00 00 83 D4 00 04 
2138.63299 2 073F       Rx   d 8 05 63 04 FF 10 09 00 00 
2138.77116 2 0737       Rx   d 8 07 23 00 00 83 D8 00 04 
2139.05203 2 073F       Rx   d 8 05 63 04 FF 11 0C 00 00 
2139.09043 2 0737       Rx   d 8 07 23 00 00 83 DC 00 04 
2139.32339 2 073F       Rx   d 8 05 63 02 FF 36 E7 00 00 
2139.55709 2 0737       Rx   d 8 07 23 00 00 83 E0 00 04 
2139.85262 2 073F       Rx   d 8 05 63 04 00 1F 19 00 00 
2140.03659 2 0737       Rx   d 8 07 23 00 00 83 E4 00 04 
2140.34239 2 073F       Rx   d 8 05 63 34 FB 27 21 00 00 
2140.51714 2 0737       Rx   d 8 07 23 00 00 83 E8 00 04 
2140.84473 2 073F       Rx   d 8 05 63 38 31 23 AF 00 00 
2141.14471 2 0737       Rx   d 8 07 23 00 00 83 EC 00 04 
2141.45190 2 073F       Rx   d 8 05 63 2E 23 3D 39 00 00 
2141.62856 2 0737       Rx   d 8 07 23 00 00 83 F0 00 04 
2141.94432 2 073F       Rx   d 8 05 63 26 E0 02 00 00 00 
2141.96694 2 0737       Rx   d 8 07 23 00 00 83 F4 00 04 
2142.25253 2 073F       Rx   d 8 05 63 0A 07 19 F6 00 00 
2142.28902 2 0737       Rx   d 8 07 23 00 00 83 F8 00 04 
2142.53071 2 073F       Rx   d 8 05 63 2D 27 53 4C 00 00 
2142.60745 2 0737       Rx   d 8 07 23 00 00 83 FC 00 04 
2142.93138 2 073F       Rx   d 8 05 63 42 00 6D 01 00 00 
2143.08987 2 0737       Rx   d 8 07 23 00 00 84 00 00 04 
2143.32387 2 073F       Rx   d 8 05 63 01 FF 01 FF 00 00 
2143.40985 2 0737       Rx   d 8 07 23 00 00 84 04 00 04 
2143.75408 2 073F       Rx   d 8 05 63 FF 7F 2C 00 00 00 
2143.88747 2 0737       Rx   d 8 07 23 00 00 84 08 00 04 
2144.12070 2 073F       Rx   d 8 05 63 35 85 80 4D 00 00 
2144.20772 2 0737       Rx   d 8 07 23 00 00 84 0C 00 04 
2144.53298 2 073F       Rx   d 8 05 63 3D 15 3C 29 00 00 
2144.68831 2 0737       Rx   d 8 07 23 00 00 84 10 00 04 
2144.92070 2 073F       Rx   d 8 05 63 50 50 08 0A 00 00 
2145.00673 2 0737       Rx   d 8 07 23 00 00 84 14 00 04 
2145.32983 2 073F       Rx   d 8 05 63 08 14 09 1E 00 00 
2145.48800 2 0737       Rx   d 8 07 23 00 00 84 18 00 04 
2145.80812 2 073F       Rx   d 8 05 63 06 07 28 02 00 00 
2146.11983 2 0737       Rx   d 8 07 23 00 00 84 1C 00 04 
2146.43075 2 073F       Rx   d 8 05 63 07 03 09 7D 00 00 
2146.60634 2 0737       Rx   d 8 07 23 00 00 84 20 00 04 
2146.92833 2 073F       Rx   d 8 05 63 00 02 04 07 00 00 
2147.23014 2 0737       Rx   d 8 07 23 00 00 84 24 00 04 
2147.54420 2 073F       Rx   d 8 05 63 08 0E 07 04 00 00 
2147.66083 2 0737       Rx   d 8 07 23 00 00 84 28 00 04 
2147.92943 2 073F       Rx   d 8 05 63 04 83 30 0C 00 00 
2148.11438 2 0737       Rx   d 8 07 23 00 00 84 2C 00 04 
2148.42911 2 073F       Rx   d 8 05 63 08 07 06 29 00 00 
2148.52611 2 0737       Rx   d 8 07 23 00 00 84 30 00 04 
2148.83509 2 073F       Rx   d 8 05 63 1C 2B 05 02 00 00 
2149.00586 2 0737       Rx   d 8 07 23 00 00 84 34 00 04 
2149.32363 2 073F       Rx   d 8 05 63 50 01 1E 33 00 00 
2149.49464 2 0737       Rx   d 8 07 23 00 00 84 38 00 04 
2149.80614 2 073F       Rx   d 8 05 63 33 96 96 97 00 00 
2149.97678 2 0737       Rx   d 8 07 23 00 00 84 3C 00 04 
2150.21828 2 073F       Rx   d 8 05 63 23 EE 7C 20 00 00 
2150.28568 2 0737       Rx   d 8 07 23 00 00 84 40 00 04 
2150.52755 2 073F       Rx   d 8 05 63 6E FF 00 6E 00 00 
2150.76085 2 0737       Rx   d 8 07 23 00 00 84 44 00 04 
2151.01665 2 073F       Rx   d 8 05 63 FF 00 50 64 00 00 
2151.23743 2 0737       Rx   d 8 07 23 00 00 84 48 00 04 
2151.54130 2 073F       Rx   d 8 05 63 03 85 15 53 00 00 
2151.72547 2 0737       Rx   d 8 07 23 00 00 84 4C 00 04 
2152.02907 2 073F       Rx   d 8 05 63 06 0A 04 28 00 00 
2152.34673 2 0737       Rx   d 8 07 23 00 00 84 50 00 04 
2152.61654 2 073F       Rx   d 8 05 63 28 00 03 85 00 00 
2152.82747 2 0737       Rx   d 8 07 23 00 00 84 54 00 04 
2153.14382 2 073F       Rx   d 8 05 63 15 53 06 0A 00 00 
2153.33005 2 0737       Rx   d 8 07 23 00 00 84 58 00 04 
2153.62939 2 073F       Rx   d 8 05 63 04 28 28 00 00 00 
2153.90722 2 0737       Rx   d 8 07 23 00 00 84 5C 00 04 
2154.22855 2 073F       Rx   d 8 05 63 03 85 15 53 00 00 
2154.37509 2 0737       Rx   d 8 07 23 00 00 84 60 00 04 
2154.61567 2 073F       Rx   d 8 05 63 06 0A 04 64 00 00 
2154.85105 2 0737       Rx   d 8 07 23 00 00 84 64 00 04 
2155.12766 2 073F       Rx   d 8 05 63 64 00 00 51 00 00 
2155.32027 2 0737       Rx   d 8 07 23 00 00 84 68 00 04 
2155.62547 2 073F       Rx   d 8 05 63 21 B9 FF FF 00 00 
2155.73668 2 0737       Rx   d 8 07 23 00 00 84 6C 00 04 
2156.03426 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2156.20805 2 0737       Rx   d 8 07 23 00 00 84 70 00 04 
2156.52603 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2156.68425 2 0737       Rx   d 8 07 23 00 00 84 74 00 04 
2156.91665 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2157.00873 2 0737       Rx   d 8 07 23 00 00 84 78 00 04 
2157.33143 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2157.48836 2 0737       Rx   d 8 07 23 00 00 84 7C 00 04 
2157.81439 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2157.96340 2 0737       Rx   d 8 07 23 00 00 84 80 00 04 
2158.22337 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2158.43626 2 0737       Rx   d 8 07 23 00 00 84 84 00 04 
2158.76229 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2159.07036 2 0737       Rx   d 8 07 23 00 00 84 88 00 04 
2159.32290 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2159.55052 2 0737       Rx   d 8 07 23 00 00 84 8C 00 04 
2159.81574 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2160.03596 2 0737       Rx   d 8 07 23 00 00 84 90 00 04 
2160.31503 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2160.45587 2 0737       Rx   d 8 07 23 00 00 84 94 00 04 
2160.75461 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2160.92617 2 0737       Rx   d 8 07 23 00 00 84 98 00 04 
2161.22456 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2161.39995 2 0737       Rx   d 8 07 23 00 00 84 9C 00 04 
2161.75498 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2161.88051 2 0737       Rx   d 8 07 23 00 00 84 A0 00 04 
2162.12602 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2162.28807 2 0737       Rx   d 8 07 23 00 00 84 A4 00 04 
2162.52045 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2162.61379 2 0737       Rx   d 8 07 23 00 00 84 A8 00 04 
2162.92946 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2163.08455 2 0737       Rx   d 8 07 23 00 00 84 AC 00 04 
2163.31389 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2163.41577 2 0737       Rx   d 8 07 23 00 00 84 B0 00 04 
2163.74385 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2163.88515 2 0737       Rx   d 8 07 23 00 00 84 B4 00 04 
2164.11093 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2164.21940 2 0737       Rx   d 8 07 23 00 00 84 B8 00 04 
2164.53169 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2164.68757 2 0737       Rx   d 8 07 23 00 00 84 BC 00 04 
2164.91247 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2165.02273 2 0737       Rx   d 8 07 23 00 00 84 C0 00 04 
2165.33477 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2165.48692 2 0737       Rx   d 8 07 23 00 00 84 C4 00 04 
2165.75216 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2165.81944 2 0737       Rx   d 8 07 23 00 00 84 C8 00 04 
2166.12658 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2166.43551 2 0737       Rx   d 8 07 23 00 00 84 CC 00 04 
2166.79316 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2167.03308 2 0737       Rx   d 8 07 23 00 00 84 D0 00 04 
2167.31903 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2167.49338 2 0737       Rx   d 8 07 23 00 00 84 D4 00 04 
2167.81859 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2167.96551 2 0737       Rx   d 8 07 23 00 00 84 D8 00 04 
2168.22145 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2168.41590 2 0737       Rx   d 8 07 23 00 00 84 DC 00 04 
2168.74894 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2168.83978 2 0737       Rx   d 8 07 23 00 00 84 E0 00 04 
2169.11771 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2169.16549 2 0737       Rx   d 8 07 23 00 00 84 E4 00 04 
2169.41747 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2169.49476 2 0737       Rx   d 8 07 23 00 00 84 E8 00 04 
2169.74041 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2169.82731 2 0737       Rx   d 8 07 23 00 00 84 EC 00 04 
2170.13061 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2170.29159 2 0737       Rx   d 8 07 23 00 00 84 F0 00 04 
2170.61890 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2170.92957 2 0737       Rx   d 8 07 23 00 00 84 F4 00 04 
2171.11960 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2171.42079 2 0737       Rx   d 8 07 23 00 00 84 F8 00 04 
2171.73987 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2172.04084 2 0737       Rx   d 8 07 23 00 00 84 FC 00 04 
2172.31612 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2172.47588 2 0737       Rx   d 8 07 23 00 00 85 00 00 04 
2172.73640 2 073F       Rx   d 8 05 63 63 05 45 06 00 00 
2172.94161 2 0737       Rx   d 8 07 23 00 00 85 04 00 04 
2173.22568 2 073F       Rx   d 8 05 63 58 7F 58 7F 00 00 
2173.41117 2 0737       Rx   d 8 07 23 00 00 85 08 00 04 
2173.73825 2 073F       Rx   d 8 05 63 D8 01 D8 01 00 00 
2173.89362 2 0737       Rx   d 8 07 23 00 00 85 0C 00 04 
2174.21945 2 073F       Rx   d 8 05 63 58 7F 58 7F 00 00 
2174.35180 2 0737       Rx   d 8 07 23 00 00 85 10 00 04 
2174.62639 2 073F       Rx   d 8 05 63 04 04 50 04 00 00 
2174.82881 2 0737       Rx   d 8 07 23 00 00 85 14 00 04 
2175.11736 2 073F       Rx   d 8 05 63 0A 14 03 64 00 00 
2175.28409 2 0737       Rx   d 8 07 23 00 00 85 18 00 04 
2175.61714 2 073F       Rx   d 8 05 63 01 34 A3 DA 00 00 
2175.74347 2 0737       Rx   d 8 07 23 00 00 85 1C 00 04 
2176.04455 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2176.22830 2 0737       Rx   d 8 07 23 00 00 85 20 00 04 
2176.53732 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2176.69724 2 0737       Rx   d 8 07 23 00 00 85 24 00 04 
2177.02905 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2177.16571 2 0737       Rx   d 8 07 23 00 00 85 28 00 04 
2177.40361 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2177.51060 2 0737       Rx   d 8 07 23 00 00 85 2C 00 04 
2177.82316 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2178.13611 2 0737       Rx   d 8 07 23 00 00 85 30 00 04 
2178.41267 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2178.62385 2 0737       Rx   d 8 07 23 00 00 85 34 00 04 
2178.94144 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2179.24942 2 0737       Rx   d 8 07 23 00 00 85 38 00 04 
2179.50830 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2179.74682 2 0737       Rx   d 8 07 23 00 00 85 3C 00 04 
2180.00254 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2180.16528 2 0737       Rx   d 8 07 23 00 00 85 40 00 04 
2180.41271 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2180.64240 2 0737       Rx   d 8 07 23 00 00 85 44 00 04 
2180.90632 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2181.11403 2 0737       Rx   d 8 07 23 00 00 85 48 00 04 
2181.40213 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2181.58667 2 0737       Rx   d 8 07 23 00 00 85 4C 00 04 
2181.91392 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2182.04492 2 0737       Rx   d 8 07 23 00 00 85 50 00 04 
2182.31523 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2182.51019 2 0737       Rx   d 8 07 23 00 00 85 54 00 04 
2182.82401 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2182.93928 2 0737       Rx   d 8 07 23 00 00 85 58 00 04 
2183.21398 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2183.25571 2 0737       Rx   d 8 07 23 00 00 85 5C 00 04 
2183.50799 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2183.59295 2 0737       Rx   d 8 07 23 00 00 85 60 00 04 
2183.91613 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2184.05645 2 0737       Rx   d 8 07 23 00 00 85 64 00 04 
2184.31052 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2184.39193 2 0737       Rx   d 8 07 23 00 00 85 68 00 04 
2184.73251 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2184.85581 2 0737       Rx   d 8 07 23 00 00 85 6C 00 04 
2185.10532 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2185.19034 2 0737       Rx   d 8 07 23 00 00 85 70 00 04 
2185.51822 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2185.65366 2 0737       Rx   d 8 07 23 00 00 85 74 00 04 
2185.90981 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2185.99603 2 0737       Rx   d 8 07 23 00 00 85 78 00 04 
2186.32131 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2186.62551 2 0737       Rx   d 8 07 23 00 00 85 7C 00 04 
2186.94170 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2187.21544 2 0737       Rx   d 8 07 23 00 00 85 80 00 04 
2187.50862 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2187.68316 2 0737       Rx   d 8 07 23 00 00 85 84 00 04 
2187.92024 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2188.14387 2 0737       Rx   d 8 07 23 00 00 85 88 00 04 
2188.40872 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2188.62187 2 0737       Rx   d 8 07 23 00 00 85 8C 00 04 
2188.90580 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2189.09234 2 0737       Rx   d 8 07 23 00 00 85 90 00 04 
2189.40013 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2189.51931 2 0737       Rx   d 8 07 23 00 00 85 94 00 04 
2189.82553 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2190.00246 2 0737       Rx   d 8 07 23 00 00 85 98 00 04 
2190.32526 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2190.45826 2 0737       Rx   d 8 07 23 00 00 85 9C 00 04 
2190.73762 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2190.94146 2 0737       Rx   d 8 07 23 00 00 85 A0 00 04 
2191.21274 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2191.42614 2 0737       Rx   d 8 07 23 00 00 85 A4 00 04 
2191.75937 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2191.92196 2 0737       Rx   d 8 07 23 00 00 85 A8 00 04 
2192.22746 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2192.40037 2 0737       Rx   d 8 07 23 00 00 85 AC 00 04 
2192.73901 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2192.86263 2 0737       Rx   d 8 07 23 00 00 85 B0 00 04 
2193.10820 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2193.20207 2 0737       Rx   d 8 07 23 00 00 85 B4 00 04 
2193.52990 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2193.82874 2 0737       Rx   d 8 07 23 00 00 85 B8 00 04 
2194.10538 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2194.39879 2 0737       Rx   d 8 07 23 00 00 85 BC 00 04 
2194.71851 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2194.87999 2 0737       Rx   d 8 07 23 00 00 85 C0 00 04 
2195.21459 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2195.49276 2 0737       Rx   d 8 07 23 00 00 85 C4 00 04 
2195.80691 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2195.92537 2 0737       Rx   d 8 07 23 00 00 85 C8 00 04 
2196.23098 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2196.40423 2 0737       Rx   d 8 07 23 00 00 85 CC 00 04 
2196.74414 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2196.82861 2 0737       Rx   d 8 07 23 00 00 85 D0 00 04 
2197.09407 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2197.14838 2 0737       Rx   d 8 07 23 00 00 85 D4 00 04 
2197.39411 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2197.46931 2 0737       Rx   d 8 07 23 00 00 85 D8 00 04 
2197.73627 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2197.78839 2 0737       Rx   d 8 07 23 00 00 85 DC 00 04 
2198.10673 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2198.33046 2 0737       Rx   d 8 07 23 00 00 85 E0 00 04 
2198.63015 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2198.74711 2 0737       Rx   d 8 07 23 00 00 85 E4 00 04 
2199.00200 2 073F       Rx   d 8 05 63 FF FF 70 F0 00 00 
2199.06755 2 0737       Rx   d 8 07 23 00 00 85 E8 00 04 
2199.29319 2 073F       Rx   d 8 05 63 01 00 FF FF 00 00 
2199.54664 2 0737       Rx   d 8 07 23 00 00 85 EC 00 04 
